name,brand,address,town,county,latitude,longitude,fuel,price,dateupdated
Applegreen,Applegreen,"Mocmoyne Rd, Mocmoyne",Boyle,Roscommon,53.972802599999994,-8.3106267,Diesel,217.9,2026-03-21
Stewarts Oil,NA,"Mill Rd, Mocmoyne",Boyle,Roscommon,53.9717336,-8.3081061,Petrol,198.9,2026-03-21
Stewarts Oil,NA,"Mill Rd, Mocmoyne",Boyle,Roscommon,53.9717336,-8.3081061,Diesel,209.9,2026-03-21
Boyle Service Station,Circle K,"N61, Shop St, Warren Or Drum",Boyle,Roscommon,53.9719646,-8.300809899999999,Petrol,199.9,2026-03-21
Boyle Service Station,Circle K,"N61, Shop St, Warren Or Drum",Boyle,Roscommon,53.9719646,-8.300809899999999,Diesel,209.9,2026-03-21
Cooney Motors Service Station,Texaco,"N61, Boyle Rd, Greatmeadow",Boyle,Roscommon,53.9662781,-8.3018795,Petrol,198.9,2026-03-21
Cooney Motors Service Station,Texaco,"N61, Boyle Rd, Greatmeadow",Boyle,Roscommon,53.9662781,-8.3018795,Diesel,217.9,2026-03-21
Jones Athleague,Texaco,"N63, Galway Rd, Keenagh",Athleague,Roscommon,53.56917537675801,-8.251552789724286,Petrol,198.9,2026-03-20
Jones Athleague,Texaco,"N63, Galway Rd, Keenagh",Athleague,Roscommon,53.56917537675801,-8.251552789724286,Diesel,215.9,2026-03-20
Stewarts Oil,Independent,"N4, Drishoge",Carrick-On-Shannon,Roscommon,53.9419652,-8.1054903,Petrol,189.9,2026-03-18
Stewarts Oil,Independent,"N4, Drishoge",Carrick-On-Shannon,Roscommon,53.9419652,-8.1054903,Diesel,209.9,2026-03-18
Texaco,Texaco,"R368, Cortober",Carrick-On-Shannon,Roscommon,53.941233,-8.1005599,Petrol,196.9,2026-03-17
Texaco,Texaco,"R368, Cortober",Carrick-On-Shannon,Roscommon,53.941233,-8.1005599,Diesel,209.9,2026-03-17
Applegreen Frenchpark,Applegreen,"N5, Frenchpark Demesne",Frenchpark,Roscommon,53.8703989,-8.4098972,Petrol,189.8,2026-03-17
Applegreen Frenchpark,Applegreen,"N5, Frenchpark Demesne",Frenchpark,Roscommon,53.8703989,-8.4098972,Diesel,209.8,2026-03-17
Westward Filling Station,Texaco,Farnbeg,Strokestown,Roscommon,53.773826,-8.103076,Diesel,203.7,2026-03-10
Circle K Express Castlerea,Circle K Express,St Patrick's St,Castlerea,Roscommon,53.762101799999996,-8.4863272,Petrol,193.9,2026-03-10
Circle K Express Castlerea,Circle K Express,St Patrick's St,Castlerea,Roscommon,53.762101799999996,-8.4863272,Diesel,198.9,2026-03-10
McGuire's of Rooskey Sweeney Oil Gala,NA,"Dromod Road, Knockmacrory",Roosky,Roscommon,53.835125899999994,-7.917499399999999,Petrol,179.9,2025-12-07
McGuire's of Rooskey Sweeney Oil Gala,NA,"Dromod Road, Knockmacrory",Roosky,Roscommon,53.835125899999994,-7.917499399999999,Diesel,179.9,2025-12-07
Centra Termonbarry,Texaco,Ballytoohey,Termonbarry,Roscommon,53.742965,-7.921787999999999,Petrol,176.7,2025-11-27
Centra Termonbarry,Texaco,Ballytoohey,Termonbarry,Roscommon,53.742965,-7.921787999999999,Diesel,176.7,2025-11-27
Top Oil Roscommon Service Station,Top,"Lanesboro Road, Cloonybeirne",Roscommon,Roscommon,53.6344524,-8.179530200000002,Petrol,175.9,2025-11-26
Top Oil Roscommon Service Station,Top,"Lanesboro Road, Cloonybeirne",Roscommon,Roscommon,53.6344524,-8.179530200000002,Diesel,177.9,2025-11-26
Your Stop,Inver,"N63, Lanesborough",Ballyleague,Roscommon,53.6755784,-7.9968362,Petrol,177.9,2025-11-26
Your Stop,Inver,"N63, Lanesborough",Ballyleague,Roscommon,53.6755784,-7.9968362,Diesel,177.9,2025-11-26
Casey's Londis,Circle K,"N61, Circular Rd, Ballypheasan",Roscommon,Roscommon,53.628836,-8.186584,Petrol,171.9,2025-11-05
Casey's Londis,Circle K,"N61, Circular Rd, Ballypheasan",Roscommon,Roscommon,53.628836,-8.186584,Diesel,168.9,2025-11-05
Walsh's Service Station,Texaco,Castle St,Cloonbrackna,Roscommon,53.637374576662864,-8.191287668536404,Petrol,175.9,2025-11-05
Walsh's Service Station,Texaco,Castle St,Cloonbrackna,Roscommon,53.637374576662864,-8.191287668536404,Diesel,172.9,2025-11-05
Naughton's Service Station,Top,"R446, Thomastown",Ballydangan,Roscommon,53.361968474956655,-8.067888474221292,Petrol,176.9,2025-10-19
Naughton's Service Station,Top,"R446, Thomastown",Ballydangan,Roscommon,53.361968474956655,-8.067888474221292,Diesel,172.9,2025-10-19
Cirkle Knows,Go,"Kilgorrive, Kilgarve, Ballinasloe",Beagh,Roscommon,53.3286569,-8.1849104,Petrol,175.9,2025-10-18
Cirkle Knows,Go,"Kilgorrive, Kilgarve, Ballinasloe",Beagh,Roscommon,53.3286569,-8.1849104,Diesel,173.9,2025-10-18
Corrib Oil Spar,Circle K,"N60 Racecourse Rd, Carrownabrickna",Roscommon,Roscommon,53.6415657,-8.211182899999999,Petrol,168.9,2025-08-23
Corrib Oil Spar,Circle K,"N60 Racecourse Rd, Carrownabrickna",Roscommon,Roscommon,53.6415657,-8.211182899999999,Diesel,165.9,2025-08-23
Circle K Express Roscommon Racecourse Rd,Circle K,"Racecourse Rd, Ballyboughan",Roscommon,Roscommon,53.639613999999995,-8.201445,Petrol,175.9,2025-07-05
Circle K Express Roscommon Racecourse Rd,Circle K,"Racecourse Rd, Ballyboughan",Roscommon,Roscommon,53.639613999999995,-8.201445,Diesel,171.9,2025-07-05
Glancy Service Station,Top,Bishop St,Elphin,Roscommon,53.8459438,-8.1909701,Petrol,179.9,2024-05-16
Glancy Service Station,Top,Bishop St,Elphin,Roscommon,53.8459438,-8.1909701,Diesel,167.9,2024-05-16
Applegreen Tulsk,Applegreen,"Tulsk, Cross, Co. Roscommon",Tulsk,Roscommon,53.777636699999995,-8.2508462,Diesel,165.8,2024-11-15
Ballyfarnon Motor Works & Healy's Xpress Stop,Top,"Alderford, Co. Roscommon, Ireland",Rian,Roscommon,54.071709,-8.204809700000002,Petrol,175.9,2024-12-13
Ballyfarnon Motor Works & Healy's Xpress Stop,Top,"Alderford, Co. Roscommon, Ireland",Rian,Roscommon,54.071709,-8.204809700000002,Diesel,170.9,2024-12-13
Mee's Service Station,Inver,"N61, Main St, Glebe",Knockcroghery,Roscommon,53.575083311883105,-8.09332797145214,Petrol,169.9,2025-04-22
Mee's Service Station,Inver,"N61, Main St, Glebe",Knockcroghery,Roscommon,53.575083311883105,-8.09332797145214,Diesel,159.9,2025-04-22
Roscommon Service Station,Emo,"N61, Athlone Rd, Ardsallagh Beg",Roscommon,Roscommon,53.62446362582395,-8.171842866508797,Petrol,172.9,2025-05-31
Roscommon Service Station,Emo,"N61, Athlone Rd, Ardsallagh Beg",Roscommon,Roscommon,53.62446362582395,-8.171842866508797,Diesel,162.9,2025-05-31
Top Oil Henrys Service Station,Top,"Abbey Terrace, Stoneparks",Ballymote,Sligo,54.0899395,-8.5190485,Petrol,184.9,2026-03-10
Top Oil Henrys Service Station,Top,"Abbey Terrace, Stoneparks",Ballymote,Sligo,54.0899395,-8.5190485,Diesel,189.9,2026-03-10
Circle K & Centra,Circle K,Lar Easa Cove,Strandhill,Sligo,54.2707815,-8.5821341,Petrol,171.9,2026-01-24
Circle K & Centra,Circle K,Lar Easa Cove,Strandhill,Sligo,54.2707815,-8.5821341,Diesel,171.9,2026-01-24
Certa 24/7 Rathcormack,Certa,Drumcliff South,Rathcormack,Sligo,54.3184021,-8.4803867,Petrol,167.9,2026-01-24
Certa 24/7 Rathcormack,Certa,Drumcliff South,Rathcormack,Sligo,54.3184021,-8.4803867,Diesel,167.9,2026-01-24
Circle K Grange,Circle K,"N15, Main St, Aghagad",Grange,Sligo,54.389814799999996,-8.5279501,Petrol,168.9,2026-01-24
Circle K Grange,Circle K,"N15, Main St, Aghagad",Grange,Sligo,54.389814799999996,-8.5279501,Diesel,168.9,2026-01-24
Circle K Cartron Hill,Circle K,"Old Bundoran Rd, Cartron",Sligo,Sligo,54.2802846,-8.4728777,Petrol,170.9,2026-01-03
Circle K Cartron Hill,Circle K,"Old Bundoran Rd, Cartron",Sligo,Sligo,54.2802846,-8.4728777,Diesel,169.9,2026-01-03
Benview Service Station,NA,"Old Bundoran Rd, Cartron",Sligo,Sligo,54.2827652,-8.4726798,Petrol,170.9,2026-01-03
Benview Service Station,NA,"Old Bundoran Rd, Cartron",Sligo,Sligo,54.2827652,-8.4726798,Diesel,169.9,2026-01-03
Ballygawley Service Station,Applegreen,"Ballydawley, Co. Sligo, Ireland",Ballygawley,Sligo,54.1912145,-8.446767,Petrol,170.8,2026-01-03
Ballygawley Service Station,Applegreen,"Ballydawley, Co. Sligo, Ireland",Ballygawley,Sligo,54.1912145,-8.446767,Diesel,170.8,2026-01-03
Mullins Foodstores 24 Hour Sligo,Go,"Pearse Rd, Knocknaganny",Sligo,Sligo,54.2619559,-8.4676698,Petrol,170.9,2025-12-31
Mullins Foodstores 24 Hour Sligo,Go,"Pearse Rd, Knocknaganny",Sligo,Sligo,54.2619559,-8.4676698,Diesel,169.9,2025-12-31
Top Oil Canning's Spar,Top,"Pearse Rd, Cornageeha",Sligo,Sligo,54.254969599999995,-8.4720532,Petrol,170.9,2025-12-31
Top Oil Canning's Spar,Top,"Pearse Rd, Cornageeha",Sligo,Sligo,54.254969599999995,-8.4720532,Diesel,169.9,2025-12-31
Applegreen Carraroe,Applegreen,"Applegreen, R287, Carrowroe",Sligo,Sligo,54.2472346,-8.4746708,Petrol,169.8,2025-12-31
Certa Sligo,Certa,"Finisklin Rd, Rathedmond",Sligo,Sligo,54.277151712295705,-8.485249536826586,Diesel,167.9,2025-12-29
LMS Xpress,NA,"Finisklin Rd, Finisklin",Sligo,Sligo,54.2764487,-8.485163,Diesel,167.9,2025-12-29
Top Oil Collooney,Top,"R290, North West Business Park, Sligo Junction",Collooney,Sligo,54.1826292,-8.484645,Petrol,176.9,2025-08-06
Top Oil Collooney,Top,"R290, North West Business Park, Sligo Junction",Collooney,Sligo,54.1826292,-8.484645,Diesel,176.9,2025-08-06
Mulmuf Exhausts Ltd,NA,"Road, Tobertelly, Tubbercurry",Ougham,Sligo,54.067901,-8.709063,Petrol,166.9,2025-08-06
Mulmuf Exhausts Ltd,NA,"Road, Tobertelly, Tubbercurry",Ougham,Sligo,54.067901,-8.709063,Diesel,165.9,2025-08-06
Top Oil Humbert Street McDonaghs Daybreak,Top,"Humbert St, Church St",Tobercurry,Sligo,54.055534699999995,-8.7278699,Petrol,173.9,2025-08-06
Top Oil Humbert Street McDonaghs Daybreak,Top,"Humbert St, Church St",Tobercurry,Sligo,54.055534699999995,-8.7278699,Diesel,173.9,2025-08-06
Parkes Garage Ltd.,NA,"R290, Knoxspark",Ballysadare,Sligo,54.2021884,-8.5005584,Petrol,177.9,2024-10-09
Parkes Garage Ltd.,NA,"R290, Knoxspark",Ballysadare,Sligo,54.2021884,-8.5005584,Diesel,169.9,2024-10-09
Top Oil Mullens Sligo,Top,"Old Bundoran Rd, Shannon Eighter",Sligo,Sligo,54.284631999999995,-8.4731798,Petrol,175.9,2024-07-06
Top Oil Mullens Sligo,Top,"Old Bundoran Rd, Shannon Eighter",Sligo,Sligo,54.284631999999995,-8.4731798,Diesel,169.9,2024-07-06
Christy O'Grady Filling Station,Go,"R294, Rathmadder, Co. Sligo",Gorteen,Sligo,53.9960103,-8.523066,Petrol,179.9,2024-06-04
Christy O'Grady Filling Station,Go,"R294, Rathmadder, Co. Sligo",Gorteen,Sligo,53.9960103,-8.523066,Diesel,168.9,2024-06-04
Ryans Centra Newport,NA,Newport,Portryan,Tipperary,52.7092501,-8.4162261,Diesel,212.9,2026-03-20
 Certa Fuel Clonmel,Certa,"N24, Powerstown Centre, Carrigeen",Clonmel,Tipperary,52.36195281144239,-7.693656026888306,Petrol,191.9,2026-03-20
 Certa Fuel Clonmel,Certa,"N24, Powerstown Centre, Carrigeen",Clonmel,Tipperary,52.36195281144239,-7.693656026888306,Diesel,227.9,2026-03-20
Prior Park Service Station,Circle K Express,"R689, Prior Park Rd, Burgagery-Lands West",Clonmel,Tipperary,52.36046733835397,-7.7003739354766765,Petrol,198.9,2026-03-20
Prior Park Service Station,Circle K Express,"R689, Prior Park Rd, Burgagery-Lands West",Clonmel,Tipperary,52.36046733835397,-7.7003739354766765,Diesel,213.9,2026-03-20
Applegreen,Applegreen,"Dungarvan Rd, Greenan",Clonmel,Tipperary,52.3454292,-7.718416599999999,Petrol,193.8,2026-03-20
Applegreen,Applegreen,"Dungarvan Rd, Greenan",Clonmel,Tipperary,52.3454292,-7.718416599999999,Diesel,213.8,2026-03-20
Maher's Service Station,Top,"R688, Bóthar Chaisil, Burgagery-Lands West",Clonmel,Tipperary,52.36340436974592,-7.709397264324593,Petrol,198.5,2026-03-19
Maher's Service Station,Top,"R688, Bóthar Chaisil, Burgagery-Lands West",Clonmel,Tipperary,52.36340436974592,-7.709397264324593,Diesel,214.5,2026-03-19
Top Oil Cahir Carrolls Service Station,Top,"R670, Cashel Rd, Barnora",Cahir,Tipperary,52.3797357,-7.9217223,Petrol,195.9,2026-03-19
Top Oil Cahir Carrolls Service Station,Top,"R670, Cashel Rd, Barnora",Cahir,Tipperary,52.3797357,-7.9217223,Diesel,209.9,2026-03-19
Inver Farrell's Daybreak,Inver,Gortlandroe,Nenagh,Tipperary,52.869830099999994,-8.2170145,Petrol,190.9,2026-03-18
Inver Farrell's Daybreak,Inver,Gortlandroe,Nenagh,Tipperary,52.869830099999994,-8.2170145,Diesel,207.9,2026-03-18
Applegreen,Applegreen,"Applegreen R494, Lackenavea (Dunalley)",Birdhill,Tipperary,52.758333199999996,-8.4083598,Diesel,204.9,2026-03-18
Certa Fuel Cashel,Certa,"R639, 21 Cahir Rd, Spafield",Cashel,Tipperary,52.50844363697897,-7.891491673988355,Petrol,188.9,2026-03-17
Certa Fuel Cashel,Certa,"R639, 21 Cahir Rd, Spafield",Cashel,Tipperary,52.50844363697897,-7.891491673988355,Diesel,211.5,2026-03-17
4Seasons Service Station,NA,"Ninemilehouse, Co. Tipperary, E32 HN70",Ninemilehouse,Tipperary,52.4605835,-7.4638662,Petrol,191.9,2026-03-17
4Seasons Service Station,NA,"Ninemilehouse, Co. Tipperary, E32 HN70",Ninemilehouse,Tipperary,52.4605835,-7.4638662,Diesel,203.9,2026-03-17
Circle K,Circle K,"Old Waterford Rd, Ferryhouse",Clonmel,Tipperary,52.3596607,-7.660228,Petrol,191.9,2026-03-17
Circle K,Circle K,"Old Waterford Rd, Ferryhouse",Clonmel,Tipperary,52.3596607,-7.660228,Diesel,207.9,2026-03-17
Applegreen,Applegreen,Moangarriff,Clonmel,Tipperary,52.359744299999996,-7.665282199999999,Petrol,189.8,2026-03-17
Applegreen,Applegreen,Moangarriff,Clonmel,Tipperary,52.359744299999996,-7.665282199999999,Diesel,205.8,2026-03-17
Smart Pump Fuel,NA,"Ardfinnan, Co. Tipperary, Ireland",Factory,Tipperary,52.311217799999994,-7.8794842,Petrol,194.9,2026-03-14
Smart Pump Fuel,NA,"Ardfinnan, Co. Tipperary, Ireland",Factory,Tipperary,52.311217799999994,-7.8794842,Diesel,209.9,2026-03-14
Certa Clonmel,Certa,"Thomas St, Prior Park",Clonmel,Tipperary,52.3595964,-7.6979156,Diesel,205.9,2026-03-13
Morris Oil R688,NA,"Rosegreen, Co. Tipperary, Ireland",Rosegreen,Tipperary,52.4686774,-7.8315459999999995,Petrol,189.9,2026-03-12
Morris Oil R688,NA,"Rosegreen, Co. Tipperary, Ireland",Rosegreen,Tipperary,52.4686774,-7.8315459999999995,Diesel,205.9,2026-03-12
Meagher's Daybreak,Independent,"R689, Kerry St",Fethard,Tipperary,52.464451999999994,-7.7005945,Petrol,192.9,2026-03-10
Meagher's Daybreak,Independent,"R689, Kerry St",Fethard,Tipperary,52.464451999999994,-7.7005945,Diesel,222.9,2026-03-10
Applegreen,Applegreen,"Clonmel Rd, Townparks",Cahir,Tipperary,52.375738999999996,-7.9211311,Petrol,184.8,2026-03-09
Applegreen,Applegreen,"Clonmel Rd, Townparks",Cahir,Tipperary,52.375738999999996,-7.9211311,Diesel,197.8,2026-03-09
O'Flynn's Garage,Silverstream,"R665, Lower Main St",Ballyporeen,Tipperary,52.27024224083638,-8.09868913583253,Diesel,205.9,2026-03-08
Clogheen Service Station,NA,"R668, Ballyboy West, Co. Tipperary",Parsons,Tipperary,52.2827838,-7.9941983,Petrol,185.9,2026-03-08
Clogheen Service Station,NA,"R668, Ballyboy West, Co. Tipperary",Parsons,Tipperary,52.2827838,-7.9941983,Diesel,193.9,2026-03-08
O'Donnell's Woodview Service Station,Texaco,"Mitchelstown Rd, Carrigeen",Cahir,Tipperary,52.3741205,-7.9347093,Petrol,179.9,2026-03-05
O'Donnell's Woodview Service Station,Texaco,"Mitchelstown Rd, Carrigeen",Cahir,Tipperary,52.3741205,-7.9347093,Diesel,179.9,2026-03-05
O’Brien’s Applegreen Borrisokane,Applegreen,"N52, Main St, Shesheraghmore",Borrisokane,Tipperary,52.994546299999996,-8.1275431,Petrol,169.9,2026-02-06
O’Brien’s Applegreen Borrisokane,Applegreen,"N52, Main St, Shesheraghmore",Borrisokane,Tipperary,52.994546299999996,-8.1275431,Diesel,167.9,2026-02-06
Three Bridges Fuels,NA,"N24, Ballylynch",Carrick-on-Suir,Tipperary,52.3521783,-7.3865238,Petrol,175.9,2026-02-07
Three Bridges Fuels,NA,"N24, Ballylynch",Carrick-on-Suir,Tipperary,52.3521783,-7.3865238,Diesel,174.9,2026-02-07
Centra Maxol Carrick On Suir,Maxol,"Ballylynch Service Station Tipperary, Ballylynch",Carrick-on-Suir,Tipperary,52.350577400000006,-7.3923713,Petrol,174.9,2026-02-07
Centra Maxol Carrick On Suir,Maxol,"Ballylynch Service Station Tipperary, Ballylynch",Carrick-on-Suir,Tipperary,52.350577400000006,-7.3923713,Diesel,174.9,2026-02-07
Bushy Park Filling Station,Silverstream,"N52, Shesheraghmore",Borrisokane,Tipperary,52.9880361,-8.1322721,Petrol,167.9,2026-02-06
Bushy Park Filling Station,Silverstream,"N52, Shesheraghmore",Borrisokane,Tipperary,52.9880361,-8.1322721,Diesel,167.9,2026-02-06
Aherne's Service Station,Maxol,"N62, Brittas Rd, Gortataggart",Thurles,Tipperary,52.68255637577553,-7.814673716282499,Diesel,176.9,2025-12-08
Mulrooneys Gala Shop & Inver Service Station,NA,"N65, Lehinch, Co. Tipperary",The,Tipperary,53.0895665,-8.1894001,Petrol,175.9,2025-11-17
Circle K Cashel,Circle K,"M8, Junction 8",Cashel,Tipperary,52.509121799999996,-7.8731051999999995,Petrol,171.9,2025-08-19
Circle K Cashel,Circle K,"M8, Junction 8",Cashel,Tipperary,52.509121799999996,-7.8731051999999995,Diesel,171.9,2025-08-19
Vale Oil - Thurles 24/7,Swift,"R498, Castlemeadows, Thurles Townparks",Thurles,Tipperary,52.684738572203486,-7.824227996606282,Petrol,166.9,2025-08-11
Vale Oil - Thurles 24/7,Swift,"R498, Castlemeadows, Thurles Townparks",Thurles,Tipperary,52.684738572203486,-7.824227996606282,Diesel,164.9,2025-08-11
Quinns AMP Service Station,Independent,Stafford St,Nenagh,Tipperary,52.86082341946309,-8.198369995293803,Petrol,175.9,2025-08-08
Quinns AMP Service Station,Independent,Stafford St,Nenagh,Tipperary,52.86082341946309,-8.198369995293803,Diesel,169.9,2025-08-08
Topaz Caseys,Top,"Castlequarter, Nenagh, Co. Tipperary",Toomevara,Tipperary,52.8491237,-8.037820199999999,Petrol,172.9,2025-08-08
Topaz Caseys,Top,"Castlequarter, Nenagh, Co. Tipperary",Toomevara,Tipperary,52.8491237,-8.037820199999999,Diesel,169.9,2025-08-08
Carrolls Service Station,Top,"R445, Old Dublin Road",Nenagh,Tipperary,52.864581851477766,-8.192387836505048,Petrol,170.9,2025-08-07
Carrolls Service Station,Top,"R445, Old Dublin Road",Nenagh,Tipperary,52.864581851477766,-8.192387836505048,Diesel,174.9,2025-08-07
Applegreen,Applegreen,Dublin Rd,Nenagh,Tipperary,52.8657282,-8.1875658,Petrol,169.8,2025-08-07
Applegreen,Applegreen,Dublin Rd,Nenagh,Tipperary,52.8657282,-8.1875658,Diesel,168.8,2025-08-07
Mulrooney's Service Station,Inver,"N62, Dublin Rd, Benamore",Roscrea,Tipperary,52.95806814838559,-7.780554306280379,Petrol,169.9,2025-07-20
Mulrooney's Service Station,Inver,"N62, Dublin Rd, Benamore",Roscrea,Tipperary,52.95806814838559,-7.780554306280379,Diesel,168.9,2025-07-20
Texaco Spar Roscrea,Texaco,"Birr Rd, Townparks",Roscrea,Tipperary,52.9583586,-7.801225400000001,Petrol,172.9,2025-07-20
Texaco Spar Roscrea,Texaco,"Birr Rd, Townparks",Roscrea,Tipperary,52.9583586,-7.801225400000001,Diesel,171.9,2025-07-20
Circle K Thurles,Circle K,"N75, Kickham St, Cathedral View",Thurles,Tipperary,52.680157799999996,-7.8089252,Petrol,177.9,2025-03-14
Circle K Thurles,Circle K,"N75, Kickham St, Cathedral View",Thurles,Tipperary,52.680157799999996,-7.8089252,Diesel,175.9,2025-03-14
Bourke's Killenaule Express,Emo,"R689, Main St, Bailey St",Killenaule,Tipperary,52.570265,-7.674556,Petrol,185.9,2025-05-15
Bourke's Killenaule Express,Emo,"R689, Main St, Bailey St",Killenaule,Tipperary,52.570265,-7.674556,Diesel,173.9,2025-05-15
Aherne's Londis,Circle K,"2 Abbey Rd, Garryvicleheen",Thurles,Tipperary,52.675517799999994,-7.8273218,Petrol,171.9,2025-03-18
Aherne's Londis,Circle K,"2 Abbey Rd, Garryvicleheen",Thurles,Tipperary,52.675517799999994,-7.8273218,Diesel,169.9,2025-03-18
Circle K,Circle K,Limerick Rd,Nenagh,Tipperary,52.861430999999996,-8.212339,Diesel,169.9,2024-08-14
Wallaces Garage,NA,"Roscrea Rd, Borrisbeg",Templemore,Tipperary,52.806942,-7.8310026,Petrol,179.9,2025-01-22
Wallaces Garage,NA,"Roscrea Rd, Borrisbeg",Templemore,Tipperary,52.806942,-7.8310026,Diesel,181.9,2025-01-22
Amber,Amber,"Horse & Jockey, Parkstown, Thurles",Horse,Tipperary,52.6176873,-7.7760391,Diesel,174.9,2025-01-26
Applegreen,Applegreen,"Davitt St, Town Lot",Tipperary,Tipperary,52.4743773,-8.1679239,Petrol,172.8,2025-03-21
Applegreen,Applegreen,"Davitt St, Town Lot",Tipperary,Tipperary,52.4743773,-8.1679239,Diesel,168.8,2025-03-21
Inver Tipperary Limerick Road,NA,"Davitt St, Bohercrow",Tipperary,Tipperary,52.4748151,-8.1692634,Petrol,172.9,2025-03-21
Inver Tipperary Limerick Road,NA,"Davitt St, Bohercrow",Tipperary,Tipperary,52.4748151,-8.1692634,Diesel,168.9,2025-03-21
Tipperary Town Plaza,NA,Bohercrow,Tipperary,Tipperary,52.4792676,-8.1757966,Petrol,176.9,2025-03-23
Tipperary Town Plaza,NA,Bohercrow,Tipperary,Tipperary,52.4792676,-8.1757966,Diesel,174.9,2025-03-23
Smart Pump,NA,40-50 Cook St,Cappoquin,Waterford,52.145342199999995,-7.849459899999999,Diesel,216.9,2026-03-20
Discount Fuel Deals Kinsalebeg,NA,Pilltown,Kinsalebeg,Waterford,51.9742448,-7.801226600000001,Petrol,191.8,2026-03-20
Discount Fuel Deals Kinsalebeg,NA,Pilltown,Kinsalebeg,Waterford,51.9742448,-7.801226600000001,Diesel,209.8,2026-03-20
Maxol,Maxol,"Coolagh Rd, Abbeyside",Dungarvan,Waterford,52.0970722,-7.6087064999999985,Petrol,199.9,2026-03-20
Maxol,Maxol,"Coolagh Rd, Abbeyside",Dungarvan,Waterford,52.0970722,-7.6087064999999985,Diesel,216.9,2026-03-20
Applegreen,Applegreen,Knockyelan,Lemybrien,Waterford,52.163626099999995,-7.5253391999999995,Petrol,191.8,2026-03-20
Applegreen,Applegreen,Knockyelan,Lemybrien,Waterford,52.163626099999995,-7.5253391999999995,Diesel,212.8,2026-03-20
Walsh's Daybreak / Texaco,Texaco,"Lemybrien, Co. Waterford, Ireland",Lemybrien,Waterford,52.1671007,-7.522281,Petrol,194.9,2026-03-20
Walsh's Daybreak / Texaco,Texaco,"Lemybrien, Co. Waterford, Ireland",Lemybrien,Waterford,52.1671007,-7.522281,Diesel,214.9,2026-03-20
Circle K Gallowshill,Circle K,"Kilrush Roundabout, Gallowshill, Waterford",Dungarvan,Waterford,52.092456,-7.634976999999998,Petrol,199.9,2026-03-19
Circle K Gallowshill,Circle K,"Kilrush Roundabout, Gallowshill, Waterford",Dungarvan,Waterford,52.092456,-7.634976999999998,Diesel,219.9,2026-03-19
Forde's Circle K Express,Circle K,"Youghal Rd, Curraheen Commons",Dungarvan,Waterford,52.083778599999995,-7.634051899999999,Petrol,195.9,2026-03-19
Forde's Circle K Express,Circle K,"Youghal Rd, Curraheen Commons",Dungarvan,Waterford,52.083778599999995,-7.634051899999999,Diesel,216.9,2026-03-19
Inver Dungarvan,NA,"Youghal Rd, Borheen",Dungarvan,Waterford,52.0866196,-7.6262323,Petrol,191.9,2026-03-18
Inver Dungarvan,NA,"Youghal Rd, Borheen",Dungarvan,Waterford,52.0866196,-7.6262323,Diesel,208.9,2026-03-18
Silverstream,NA,"N25, Tarrabridge, Burgery",Dungarvan,Waterford,52.112677899999994,-7.593791999999999,Petrol,199.9,2026-03-18
Silverstream,NA,"N25, Tarrabridge, Burgery",Dungarvan,Waterford,52.112677899999994,-7.593791999999999,Diesel,214.9,2026-03-18
Daybreak,NA,"Cork Road, Ballynaneashagh",Waterford,Waterford,52.242582999999996,-7.156077,Petrol,186.9,2026-03-14
Daybreak,NA,"Cork Road, Ballynaneashagh",Waterford,Waterford,52.242582999999996,-7.156077,Diesel,206.9,2026-03-14
Maxol,Maxol,"Military Rd, Clashrea",Waterford,Waterford,52.260331199999996,-7.1231418,Petrol,184.9,2026-03-12
Maxol,Maxol,"Military Rd, Clashrea",Waterford,Waterford,52.260331199999996,-7.1231418,Diesel,205.9,2026-03-12
Certa Waterford,Certa,"Manor St, Manor",Waterford,Waterford,52.25188104505173,-7.1161033435030845,Diesel,206.9,2026-03-12
Circle K Manor,Circle K,"Manor St, Manor",Waterford,Waterford,52.25354,-7.114725,Petrol,182.9,2026-03-12
Circle K Manor,Circle K,"Manor St, Manor",Waterford,Waterford,52.25354,-7.114725,Diesel,205.9,2026-03-12
Swift Oil - Gala Kilmeaden,NA,Main Street,Ballyduff,Waterford,52.234215199999994,-7.2441973,Petrol,184.9,2026-03-12
Swift Oil - Gala Kilmeaden,NA,Main Street,Ballyduff,Waterford,52.234215199999994,-7.2441973,Diesel,204.9,2026-03-12
Top Oil Pickardstown,Top,"Waterford Rd, Pickardstown",Tramore,Waterford,52.1756721,-7.138008999999999,Petrol,176.7,2026-03-07
Top Oil Pickardstown,Top,"Waterford Rd, Pickardstown",Tramore,Waterford,52.1756721,-7.138008999999999,Diesel,178.7,2026-03-07
Applegreen,Applegreen,"Waterford Rd, Crobally Lower",Tramore,Waterford,52.1723091,-7.1409939,Petrol,177.8,2026-03-07
Applegreen,Applegreen,"Waterford Rd, Crobally Lower",Tramore,Waterford,52.1723091,-7.1409939,Diesel,179.8,2026-03-07
Tramore Service Station,NA,Crobally Upper,Tramore,Waterford,52.1706167,-7.1420895,Petrol,176.9,2026-03-07
Tramore Service Station,NA,Crobally Upper,Tramore,Waterford,52.1706167,-7.1420895,Diesel,178.9,2026-03-07
Inver Lisduggan,NA,"Paddy Browne's Rd, Lisduggan",Waterford,Waterford,52.2502615,-7.1386416,Petrol,173.9,2026-02-26
