name,brand,address,town,county,latitude,longitude,fuel,price,dateupdated
Maxol,Maxol,"Dublin Rd, Pollerton Little",Carlow,Carlow,52.8475912,-6.8988632,Petrol,198.9,2026-03-20
Maxol,Maxol,"Dublin Rd, Pollerton Little",Carlow,Carlow,52.8475912,-6.8988632,Diesel,223.9,2026-03-20
Centra Carlow,Maxol,"Maxol service Station, O'Brien Rd, Rathnapish",Carlow,Carlow,52.841381999999996,-6.9088259999999995,Petrol,201.9,2026-03-20
Centra Carlow,Maxol,"Maxol service Station, O'Brien Rd, Rathnapish",Carlow,Carlow,52.841381999999996,-6.9088259999999995,Diesel,224.9,2026-03-20
Circle K Deerpark,Circle K,"N80, Dublin Rd",Deerpark,Carlow,52.845952999999994,-6.9109929999999995,Petrol,199.9,2026-03-20
Circle K Deerpark,Circle K,"N80, Dublin Rd",Deerpark,Carlow,52.845952999999994,-6.9109929999999995,Diesel,228.9,2026-03-20
"Maxol Service Station, Hannon's",Maxol,"O'Brien Rd, Rathnapish",Carlow,Carlow,52.841634899999995,-6.909082,Petrol,199.9,2026-03-20
"Maxol Service Station, Hannon's",Maxol,"O'Brien Rd, Rathnapish",Carlow,Carlow,52.841634899999995,-6.909082,Diesel,222.9,2026-03-20
Circle K Greenlane,Circle K,"Green Ln, Rathnapish",Carlow,Carlow,52.8399039,-6.919134,Petrol,199.9,2026-03-20
Circle K Greenlane,Circle K,"Green Ln, Rathnapish",Carlow,Carlow,52.8399039,-6.919134,Diesel,228.9,2026-03-20
Applegreen Tullow,Applegreen,"R725, Thomas Traynor St, Tullowbeg",Tullow,Carlow,52.80295083459569,-6.739650394452639,Petrol,189.9,2026-03-19
Applegreen Tullow,Applegreen,"R725, Thomas Traynor St, Tullowbeg",Tullow,Carlow,52.80295083459569,-6.739650394452639,Diesel,219.9,2026-03-19
Circle K Junction 5 M9,Circle K,"Junction 5, M9, Rathcrogue",Knockraheen,Carlow,52.8024722,-6.882911699999999,Petrol,188.8,2026-03-13
Circle K Junction 5 M9,Circle K,"Junction 5, M9, Rathcrogue",Knockraheen,Carlow,52.8024722,-6.882911699999999,Diesel,209.9,2026-03-13
Nolans Spar Ballon,Texaco,Main St,Ballon,Carlow,52.742428208977145,-6.771728572682747,Petrol,186.9,2026-03-13
Nolans Spar Ballon,Texaco,Main St,Ballon,Carlow,52.742428208977145,-6.771728572682747,Diesel,202.9,2026-03-13
Zerafa's Maxol Service Station,Maxol,"N80, Main St",Ballon,Carlow,52.737102,-6.768102,Petrol,185.9,2026-03-13
Zerafa's Maxol Service Station,Maxol,"N80, Main St",Ballon,Carlow,52.737102,-6.768102,Diesel,199.9,2026-03-13
Munnelly's Service Station,Great Gas,"Kilkenny Rd, Mortarstown Upper",Carlow,Carlow,52.82604464079401,-6.938188535122208,Petrol,179.9,2026-03-08
Munnelly's Service Station,Great Gas,"Kilkenny Rd, Mortarstown Upper",Carlow,Carlow,52.82604464079401,-6.938188535122208,Diesel,196.9,2026-03-08
Borris Service Station,Top,"R705, Factory Cross",Borris,Carlow,52.60431236692642,-6.937211199545914,Petrol,179.9,2026-03-07
Borris Service Station,Top,"R705, Factory Cross",Borris,Carlow,52.60431236692642,-6.937211199545914,Diesel,198.9,2026-03-07
Inver Carlow,Inver,"R924, Church St, Graigue",Carlow,Carlow,52.83857417513764,-6.942797050836475,Petrol,176.5,2026-02-16
Inver Carlow,Inver,"R924, Church St, Graigue",Carlow,Carlow,52.83857417513764,-6.942797050836475,Diesel,176.5,2026-02-16
Circle K,Circle K,Tullow Rd,Carlow,Carlow,52.83192,-6.909052099999999,Petrol,175.9,2026-02-12
Circle K,Circle K,Tullow Rd,Carlow,Carlow,52.83192,-6.909052099999999,Diesel,175.9,2026-02-12
Applegreen,Applegreen,Tullow Rd,Carlow,Carlow,52.8311607,-6.9064480999999995,Petrol,174.8,2026-02-12
Applegreen,Applegreen,Tullow Rd,Carlow,Carlow,52.8311607,-6.9064480999999995,Diesel,174.8,2026-02-12
O'Reillys Service Station,Top,"Moffat Lane, Eaglehill",Hacketstown,Carlow,52.864946251305895,-6.560235517573602,Petrol,174.9,2026-01-30
O'Reillys Service Station,Top,"Moffat Lane, Eaglehill",Hacketstown,Carlow,52.864946251305895,-6.560235517573602,Diesel,174.9,2026-01-30
Certa Fuel Depot,Certa,"Maryborough St, Graigue",Carlow,Carlow,52.838823243981835,-6.937671354417574,Diesel,170.9,2025-10-30
Drive service station,NA,"14 Seskin Rd, Coneykeare",Leighlinbridge,Carlow,52.7385264,-6.985589999999999,Petrol,176.9,2025-10-09
Drive service station,NA,"14 Seskin Rd, Coneykeare",Leighlinbridge,Carlow,52.7385264,-6.985589999999999,Diesel,172.9,2025-10-09
Certa 24/7,Certa,"R705, Upper Kilree St, Muine Bheag",Bagenalstown,Carlow,52.70022642589922,-6.957355042120184,Petrol,166.9,2025-06-03
Certa 24/7,Certa,"R705, Upper Kilree St, Muine Bheag",Bagenalstown,Carlow,52.70022642589922,-6.957355042120184,Diesel,163.9,2025-06-03
Corrigan's Inver Bagenalstown,Inver,"R705, Kilree",Bagenalstown,Carlow,52.688452324144095,-6.963580184896671,Petrol,165.9,2025-06-03
Corrigan's Inver Bagenalstown,Inver,"R705, Kilree",Bagenalstown,Carlow,52.688452324144095,-6.963580184896671,Diesel,162.9,2025-06-03
Applegreen,Applegreen,"Killeshin Rd, Ballykillen",Carlow,Carlow,52.8403657,-6.958857000000001,Petrol,175.8,2025-04-13
Centra Mullagh,NA,Ardlo Manor,Mullagh,Cavan,53.812196,-6.949413,Petrol,210.9,2026-03-20
Centra Mullagh,NA,Ardlo Manor,Mullagh,Cavan,53.812196,-6.949413,Diesel,235.9,2026-03-20
Top Oil Arva Brady's Service Station,Top,Drumalt,Arvagh,Cavan,53.921939699999996,-7.581534400000001,Diesel,216.9,2026-03-20
Top Oil Rudden Service Station,Top,"Railway Rd, Drumavanagh",Cavan,Cavan,53.990703499999995,-7.365582700000001,Petrol,195.9,2026-03-20
Top Oil Rudden Service Station,Top,"Railway Rd, Drumavanagh",Cavan,Cavan,53.990703499999995,-7.365582700000001,Diesel,215.9,2026-03-20
Go HGV 24/7 Express,Go,"R212, Dublin Rd",Cavan,Cavan,53.9845117,-7.3489979,Petrol,189.9,2026-03-18
Go HGV 24/7 Express,Go,"R212, Dublin Rd",Cavan,Cavan,53.9845117,-7.3489979,Diesel,209.9,2026-03-18
Circle K Cavan,Circle K,"Dublin Rd, Killygarry",Cavan,Cavan,53.984751499999994,-7.329288099999999,Petrol,212.9,2026-03-18
Circle K Cavan,Circle K,"Dublin Rd, Killygarry",Cavan,Cavan,53.984751499999994,-7.329288099999999,Diesel,220.9,2026-03-18
Applegreen,Applegreen,"Dublin Rd, Lisnananagh",Cavan,Cavan,53.9849111,-7.256798099999999,Petrol,189.9,2026-03-18
Applegreen,Applegreen,"Dublin Rd, Lisnananagh",Cavan,Cavan,53.9849111,-7.256798099999999,Diesel,209.9,2026-03-18
Ballinagh Service Station,Klass Oil,"N55, Bellananagh",Ballinagh,Cavan,53.9334056,-7.4080246,Petrol,186.9,2026-03-13
Ballinagh Service Station,Klass Oil,"N55, Bellananagh",Ballinagh,Cavan,53.9334056,-7.4080246,Diesel,205.9,2026-03-13
Maxol Service Station Cullies,Maxol,Cullies,Cavan,Cavan,54.0098166,-7.355987900000001,Diesel,199.9,2026-03-10
Certa Cavan,Certa,"Farnham Rd, Drumavanagh",Cavan,Cavan,53.996236884832655,-7.369778250351374,Diesel,206.9,2026-03-10
Applegreen,Applegreen,Cootehill Rd,Drumalee,Cavan,54.001075099999994,-7.3535686,Diesel,185.8,2026-03-07
Lynch's Killydoon ,Emo,"L2527, Main St, Killydoon",Loughduff,Cavan,53.866293399999996,-7.440544300000001,Petrol,178.9,2026-01-31
Lynch's Killydoon ,Emo,"L2527, Main St, Killydoon",Loughduff,Cavan,53.866293399999996,-7.440544300000001,Diesel,178.9,2026-01-31
Circle K,Circle K,"Dublin Road, Knockanoark",Cavan,Cavan,53.964828499999996,-7.229530100000001,Petrol,173.9,2026-01-31
Circle K,Circle K,"Dublin Road, Knockanoark",Cavan,Cavan,53.964828499999996,-7.229530100000001,Diesel,173.9,2026-01-31
MACE Belturbet,NA,Kilconny,Belturbet,Cavan,54.101727,-7.45079,Petrol,177.9,2025-11-23
MACE Belturbet,NA,Kilconny,Belturbet,Cavan,54.101727,-7.45079,Diesel,176.9,2025-11-23
Top Oil Service Station Drumacon,Top,Drumacon,Belturbet,Cavan,54.102075899999996,-7.4648452,Petrol,177.9,2025-11-23
Top Oil Service Station Drumacon,Top,Drumacon,Belturbet,Cavan,54.102075899999996,-7.4648452,Diesel,176.9,2025-11-23
Go 24hr,Go,"N16, Sligo Rd, Tuam",Blacklion,Cavan,54.291678499999996,-7.878830400000001,Petrol,155.9,2025-11-23
Go 24hr,Go,"N16, Sligo Rd, Tuam",Blacklion,Cavan,54.291678499999996,-7.878830400000001,Diesel,155.9,2025-11-23
Kiernans Texaco Service Station/Spar,Texaco,Dublin Road,Cavan,Cavan,53.984007999999996,-7.3311223,Petrol,173.9,2025-08-03
Kiernans Texaco Service Station/Spar,Texaco,Dublin Road,Cavan,Cavan,53.984007999999996,-7.3311223,Diesel,172.9,2025-08-03
Daybreak,Applegreen,"N3, Dublin Road, Rahardrum",Virginia,Cavan,53.834397589775136,-7.076945313730562,Petrol,174.8,2025-08-03
Daybreak,Applegreen,"N3, Dublin Road, Rahardrum",Virginia,Cavan,53.834397589775136,-7.076945313730562,Diesel,174.8,2025-08-03
Yore's Garage,Top,"Stramatt, Lisduff",Virginia,Cavan,53.79729317035295,-7.0310726182927406,Petrol,179.9,2025-08-03
Yore's Garage,Top,"Stramatt, Lisduff",Virginia,Cavan,53.79729317035295,-7.0310726182927406,Diesel,179.9,2025-08-03
McMullens Daybreak,Go,"Bridge St, Munnilly",Cootehill,Cavan,54.0743705,-7.0847728,Diesel,164.9,2024-07-29
Skelly’s Mace,Go,"R194, Killyfinla",Ballyjamesduff,Cavan,53.864841,-7.1905339999999995,Petrol,174.9,2025-05-03
Skelly’s Mace,Go,"R194, Killyfinla",Ballyjamesduff,Cavan,53.864841,-7.1905339999999995,Diesel,169.9,2025-05-03
Circle K Express,Circle K,"N3, Main St, Lisduff",Virginia,Cavan,53.798927,-7.0323009999999995,Petrol,184.9,2024-05-25
Circle K Express,Circle K,"N3, Main St, Lisduff",Virginia,Cavan,53.798927,-7.0323009999999995,Diesel,179.9,2024-05-25
Ballyjamesduff Co Op Stores,Top,"R194, Granard Rd, Ramonan",Ballyjamesduff,Cavan,53.86048351662319,-7.213685983530979,Diesel,166,2025-05-15
Drumrora Stores,Independent,Drumroragh,Ballyjamesduff,Cavan,53.84820786501598,-7.2553708894491535,Diesel,167.9,2025-05-05
BJD Service Station,Independent,"Dublin Street, Derrylurgan",Ballyjamesduff,Cavan,53.864713154169465,-7.207121141824217,Petrol,172.9,2025-05-03
BJD Service Station,Independent,"Dublin Street, Derrylurgan",Ballyjamesduff,Cavan,53.864713154169465,-7.207121141824217,Diesel,169.9,2025-05-03
Centra Belturbet,NA,Corporation Lands,Erne,Cavan,54.0988699,-7.431250199999999,Petrol,181.9,2025-03-10
Centra Belturbet,NA,Corporation Lands,Erne,Cavan,54.0988699,-7.431250199999999,Diesel,177.9,2025-03-10
Circle K Roxboro,Circle K,"Roxboro Road, Rathbane North",Limerick,Clare,52.6489013,-8.617809300000001,Petrol,199.9,2026-03-20
Circle K Roxboro,Circle K,"Roxboro Road, Rathbane North",Limerick,Clare,52.6489013,-8.617809300000001,Diesel,228.9,2026-03-20
"Maxol Service Station, Whelan's",Maxol,"Ennis Rd, Kilrush, Co. Clare",Drimna,Clare,52.6419163,-9.479028699999999,Petrol,181.9,2025-10-29
"Maxol Service Station, Whelan's",Maxol,"Ennis Rd, Kilrush, Co. Clare",Drimna,Clare,52.6419163,-9.479028699999999,Diesel,176.9,2025-10-29
Gala,Inver,"R473, Kildysart Rd, Ballaghafadda East",Clarecastle,Clare,52.820782342635596,-8.977579857273156,Petrol,170.9,2025-10-14
Gala,Inver,"R473, Kildysart Rd, Ballaghafadda East",Clarecastle,Clare,52.820782342635596,-8.977579857273156,Diesel,166.9,2025-10-14
Circle K Express Ennistymon,Circle K,"N85 Ennis Rd, Ennistimon",Ennistymon,Clare,52.936524,-9.287554,Petrol,174.9,2025-09-21
Circle K Express Ennistymon,Circle K,"N85 Ennis Rd, Ennistimon",Ennistymon,Clare,52.936524,-9.287554,Diesel,172.9,2025-09-21
Circle K Shannon,Circle K,Tullyvarraga,Shannon,Clare,52.7126169,-8.8754823,Petrol,173.1,2025-09-18
Barron's Raheen,Circle K,Blackwater,Ardnacrusha,Clare,52.626573300000004,-8.6641494,Petrol,173.9,2025-06-03
Barron's Raheen,Circle K,Blackwater,Ardnacrusha,Clare,52.626573300000004,-8.6641494,Diesel,165.9,2025-06-03
Western Service Station,Applegreen,"R469, Quin Road, Bunnow",Ennis,Clare,52.8383991,-8.964718,Petrol,171.6,2025-06-24
Western Service Station,Applegreen,"R469, Quin Road, Bunnow",Ennis,Clare,52.8383991,-8.964718,Diesel,166.8,2025-06-24
electric filling station,NA,"1 Bank Pl, Clonroad Beg",Ennis,Clare,52.8448814,-8.983435799999999,Petrol,178.9,2024-08-05
electric filling station,NA,"1 Bank Pl, Clonroad Beg",Ennis,Clare,52.8448814,-8.983435799999999,Diesel,169.9,2024-08-05
Circle K,Circle K,"Limerick Rd, Clonroad More",Ennis,Clare,52.830807300000004,-8.9795933,Petrol,176.9,2024-08-05
Circle K,Circle K,"Limerick Rd, Clonroad More",Ennis,Clare,52.830807300000004,-8.9795933,Diesel,169.9,2024-08-05
Applegreen,Applegreen,"Limerick Rd, Clonroad More",Ennis,Clare,52.8355942,-8.982453,Petrol,176.9,2024-08-10
Applegreen,Applegreen,"Limerick Rd, Clonroad More",Ennis,Clare,52.8355942,-8.982453,Diesel,168.9,2024-08-10
Fitzpatricks Circle K Service Station/Costcutter,Circle K,"Ennis Rd, Kilmihil",Kilmihill,Clare,52.720579799999996,-9.3161829,Petrol,174.9,2024-12-08
Fitzpatricks Circle K Service Station/Costcutter,Circle K,"Ennis Rd, Kilmihil",Kilmihill,Clare,52.720579799999996,-9.3161829,Diesel,169.9,2024-12-08
Maxol Service Station Clarecastle,Maxol,Clareabbey,Ennis,Clare,52.8240919,-8.9773152,Petrol,176.9,2024-12-10
Maxol Service Station Clarecastle,Maxol,Clareabbey,Ennis,Clare,52.8240919,-8.9773152,Diesel,172.9,2024-12-10
Top Oil Kinsale Service Station,Top,"Barracks Ln, Waters-Land South",Kinsale,Rk,51.7079172,-8.5146173,Petrol,199.9,2026-03-20
Top Oil Kinsale Service Station,Top,"Barracks Ln, Waters-Land South",Kinsale,Rk,51.7079172,-8.5146173,Diesel,219.9,2026-03-20
Esso Tiknock,Esso,"Tiknock, Co. Cork, Ireland",Cobh,Rk,51.8606548,-8.2940727,Petrol,197.8,2026-03-20
Esso Tiknock,Esso,"Tiknock, Co. Cork, Ireland",Cobh,Rk,51.8606548,-8.2940727,Diesel,217.8,2026-03-20
BRODERICK’S,NA,"Shanagarry South, Co. Cork, Ireland",Old,Rk,51.8521176,-8.0382552,Petrol,200.9,2026-03-20
BRODERICK’S,NA,"Shanagarry South, Co. Cork, Ireland",Old,Rk,51.8521176,-8.0382552,Diesel,230.9,2026-03-20
O'Reillys Service Station,Texaco,10 Leitrim St,Cork,Rk,51.9037485,-8.4721739,Petrol,196.9,2026-03-20
O'Reillys Service Station,Texaco,10 Leitrim St,Cork,Rk,51.9037485,-8.4721739,Diesel,212.9,2026-03-20
Maxol,Maxol,Shean Lower,Cork,Rk,51.93335,-8.560748199999999,Petrol,196.9,2026-03-20
Maxol,Maxol,Shean Lower,Cork,Rk,51.93335,-8.560748199999999,Diesel,219.9,2026-03-20
Circle K Frankfield,Circle K,"Frankfield Service Station, Kinsale Rd, Curraghconway",Cork,Rk,51.8718948,-8.470537799999999,Petrol,199.9,2026-03-20
Circle K Frankfield,Circle K,"Frankfield Service Station, Kinsale Rd, Curraghconway",Cork,Rk,51.8718948,-8.470537799999999,Diesel,228.9,2026-03-20
O'Leary's Filling Station,Circle K,"R617, St Ann's Hill, Kilnamucky, Tower",Blarney,Rk,51.92540880385528,-8.608375487304045,Diesel,215.9,2026-03-20
Applegreen,Applegreen,"Harbour View Rd, Knocknaheeney",Hollyhill,Rk,51.9026113,-8.5083933,Diesel,209.9,2026-03-20
Certa 24/7,Certa,"R907, Cork Rd, Knockgriffin",Midleton,Rk,51.914957099999995,-8.180759199999999,Petrol,191.9,2026-03-20
Certa 24/7,Certa,"R907, Cork Rd, Knockgriffin",Midleton,Rk,51.914957099999995,-8.180759199999999,Diesel,212.9,2026-03-20
Maxol Service Station Ballincollig,Maxol,"Main Street, Ballincollig",Cork,Rk,51.885740399999996,-8.6098626,Petrol,199.9,2026-03-20
Maxol Service Station Ballincollig,Maxol,"Main Street, Ballincollig",Cork,Rk,51.885740399999996,-8.6098626,Diesel,219.9,2026-03-20
Applegreen,Applegreen,"Lisheens House, Ballincollig",Cork,Rk,51.881776699999996,-8.6283117,Petrol,191.8,2026-03-20
Applegreen,Applegreen,"Lisheens House, Ballincollig",Cork,Rk,51.881776699999996,-8.6283117,Diesel,209.8,2026-03-20
Maxol Service Station Ballinrea,Maxol,"Cork Rd, Ballinrea",Cork,Rk,51.836480099999996,-8.3947202,Petrol,199.9,2026-03-20
Maxol Service Station Ballinrea,Maxol,"Cork Rd, Ballinrea",Cork,Rk,51.836480099999996,-8.3947202,Diesel,219.9,2026-03-20
Circle K Lakeview,Circle K,"Whitegate Road Midleton Lakeview, Castleredmond, Co. Cork",Midleton,Rk,51.905134999999994,-8.1674568,Petrol,199.9,2026-03-20
Circle K Lakeview,Circle K,"Whitegate Road Midleton Lakeview, Castleredmond, Co. Cork",Midleton,Rk,51.905134999999994,-8.1674568,Diesel,219.9,2026-03-20
Fitzgibbon's Garage,Silverstream,"N25, 2 Youghal Rd, Killeagh Gardens",Killeagh,Rk,51.9423653,-7.9915538999999995,Petrol,199.9,2026-03-20
Fitzgibbon's Garage,Silverstream,"N25, 2 Youghal Rd, Killeagh Gardens",Killeagh,Rk,51.9423653,-7.9915538999999995,Diesel,215.9,2026-03-20
Burgess Filling Station,Swift,"N25, Burgess",Killeagh,Rk,51.9378868,-7.9478561,Petrol,199.9,2026-03-20
Burgess Filling Station,Swift,"N25, Burgess",Killeagh,Rk,51.9378868,-7.9478561,Diesel,218.9,2026-03-20
Circle K Express Blackrock,Circle K Express,"R853, a2 Blackrock Rd/Castle Rd",Cork,Rk,51.89661605428731,-8.420820483939366,Petrol,199.9,2026-03-19
Circle K Express Blackrock,Circle K Express,"R853, a2 Blackrock Rd/Castle Rd",Cork,Rk,51.89661605428731,-8.420820483939366,Diesel,216.9,2026-03-19
Maxol Service Station Bandon Road,Maxol,"Bandon Road, Kilmurriheen, Waterfall",Cork,Rk,51.840955,-8.5316817,Petrol,193.9,2026-03-19
Maxol Service Station Bandon Road,Maxol,"Bandon Road, Kilmurriheen, Waterfall",Cork,Rk,51.840955,-8.5316817,Diesel,214.9,2026-03-19
Circle K Bishopstown,Circle K,"Bandon Road, Ardarostig",Cork,Rk,51.8727502,-8.5234363,Petrol,199.9,2026-03-19
Circle K Bishopstown,Circle K,"Bandon Road, Ardarostig",Cork,Rk,51.8727502,-8.5234363,Diesel,219.9,2026-03-19
Maxol Service Station Carriglaine,Maxol,Cork Rd,Carrigaline,Rk,51.8196369,-8.3918146,Petrol,195.9,2026-03-19
Maxol Service Station Carriglaine,Maxol,Cork Rd,Carrigaline,Rk,51.8196369,-8.3918146,Diesel,218.9,2026-03-19
East Cork Oil,Swift,"R639, Bride St, Bridgeland East",Rathcormac,Rk,52.07312901986259,-8.282662622480558,Petrol,199.9,2026-03-19
East Cork Oil,Swift,"R639, Bride St, Bridgeland East",Rathcormac,Rk,52.07312901986259,-8.282662622480558,Diesel,218.9,2026-03-19
Top South Link,Top,"N27, South City Link Rd, Ballintemple",Cork,Rk,51.89462131355015,-8.462291390552707,Petrol,198.9,2026-03-19
Top South Link,Top,"N27, South City Link Rd, Ballintemple",Cork,Rk,51.89462131355015,-8.462291390552707,Diesel,215.9,2026-03-19
"Maxol Service Station, O'Hare",Maxol,"Townparks, Mill Road, Co. Cork",Midleton,Rk,51.917883499999995,-8.1751843,Petrol,197.9,2026-03-19
"Maxol Service Station, O'Hare",Maxol,"Townparks, Mill Road, Co. Cork",Midleton,Rk,51.917883499999995,-8.1751843,Diesel,211.9,2026-03-19
Circle K,Circle K,Carrigaline Road,Carrigaline,Rk,51.819905999999996,-8.391821,Petrol,194.9,2026-03-18
Circle K,Circle K,Carrigaline Road,Carrigaline,Rk,51.819905999999996,-8.391821,Diesel,211.9,2026-03-18
Maxol Service Station Skehard Road,Maxol,"Skehard Rd, Mahon",Cork,Rk,51.890009899999995,-8.4125569,Petrol,191.9,2026-03-18
Maxol Service Station Skehard Road,Maxol,"Skehard Rd, Mahon",Cork,Rk,51.890009899999995,-8.4125569,Diesel,209.9,2026-03-18
Top Oil Cobh Cross Service Station,Top,"Junction 3 Carrigtwohill, Killacloyne",Cobh,Rk,51.9084355,-8.2887927,Petrol,190.9,2026-03-18
Top Oil Cobh Cross Service Station,Top,"Junction 3 Carrigtwohill, Killacloyne",Cobh,Rk,51.9084355,-8.2887927,Diesel,209.9,2026-03-18
Circle K Douglas,Circle K,"E Douglas St, Douglas",Cork,Rk,51.8780691,-8.4363414,Petrol,191.9,2026-03-18
Circle K Douglas,Circle K,"E Douglas St, Douglas",Cork,Rk,51.8780691,-8.4363414,Diesel,212.9,2026-03-18
Circle K,Circle K,Ballytrasna,Little,Rk,51.9037771,-8.3518514,Petrol,195.9,2026-03-18
Circle K,Circle K,Ballytrasna,Little,Rk,51.9037771,-8.3518514,Diesel,214.9,2026-03-18
Circle K,Circle K,"Cork Airport, Rathmacullig West",Cork,Rk,51.8483029,-8.4809898,Petrol,191.8,2026-03-18
Circle K,Circle K,"Cork Airport, Rathmacullig West",Cork,Rk,51.8483029,-8.4809898,Diesel,212.9,2026-03-18
Circle K Express Riverstick,Circle K,"Curra, Riverside Grove, Co. Cork",Riverstick,Rk,51.771882999999995,-8.495443999999999,Petrol,196.9,2026-03-18
Circle K Express Riverstick,Circle K,"Curra, Riverside Grove, Co. Cork",Riverstick,Rk,51.771882999999995,-8.495443999999999,Diesel,210.9,2026-03-18
Allen & Company,Campus,"Campus Service Station, Lybe",Belgooly,Rk,51.737232,-8.4835856,Petrol,195.9,2026-03-17
Allen & Company,Campus,"Campus Service Station, Lybe",Belgooly,Rk,51.737232,-8.4835856,Diesel,215.9,2026-03-17
Circle K Mitchelstown,Circle K,"Mitchelstown, Brigown, Co. Cork",Mitchelstown,Rk,52.262671999999995,-8.271023999999999,Petrol,190.9,2026-03-16
Circle K Mitchelstown,Circle K,"Mitchelstown, Brigown, Co. Cork",Mitchelstown,Rk,52.262671999999995,-8.271023999999999,Diesel,209.9,2026-03-16
Mitchelstown Service Station,Amber,"R513, Brigown, Ballinwillin",Mitchelstown,Rk,52.269719599999995,-8.2707222,Petrol,189.9,2026-03-16
Mitchelstown Service Station,Amber,"R513, Brigown, Ballinwillin",Mitchelstown,Rk,52.269719599999995,-8.2707222,Diesel,206.9,2026-03-16
Maxol Service Station Mitchelstown,Maxol,Mallow - Dublin Rd,Mitchelstown,Rk,52.2709447,-8.2708814,Petrol,190.9,2026-03-16
Maxol Service Station Mitchelstown,Maxol,Mallow - Dublin Rd,Mitchelstown,Rk,52.2709447,-8.2708814,Diesel,209.9,2026-03-16
Centra Charleville,Circle K,"N20, Limerick Rd, Rathgoggan Middle",Charleville,Rk,52.360545,-8.682388999999999,Diesel,209.9,2026-03-16
Circle K Express,Circle K,"Dublin Rd, Carrignagroghera",Fermoy,Rk,52.145676599999994,-8.2778375,Petrol,190.9,2026-03-14
Circle K Express,Circle K,"Dublin Rd, Carrignagroghera",Fermoy,Rk,52.145676599999994,-8.2778375,Diesel,207.9,2026-03-14
Inver Fermoy,Inver,"Dublin Rd, Carrignagroghera",Fermoy,Rk,52.1509223,-8.278359499999999,Petrol,186.9,2026-03-14
Circle K Fermoy J14 M8,Circle K,"R639, J14, M8, Gortore, Moorepark West",Fermoy,Rk,52.164839674661806,-8.263991268868892,Petrol,187.9,2026-03-12
Circle K Fermoy J14 M8,Circle K,"R639, J14, M8, Gortore, Moorepark West",Fermoy,Rk,52.164839674661806,-8.263991268868892,Diesel,205.9,2026-03-12
Texaco Roche's,Texaco,"Carrigane Rd, Carrigtohill",Carrigtwohill,Rk,51.9098654,-8.2543008,Petrol,184.9,2026-03-12
Texaco Roche's,Texaco,"Carrigane Rd, Carrigtohill",Carrigtwohill,Rk,51.9098654,-8.2543008,Diesel,195.9,2026-03-12
Marina Filling Station,NA,"Victoria Rd, Monahan Rd, Ballintemple",Cork,Rk,51.8967648,-8.457802899999999,Petrol,189.9,2026-03-11
Marina Filling Station,NA,"Victoria Rd, Monahan Rd, Ballintemple",Cork,Rk,51.8967648,-8.457802899999999,Diesel,208.9,2026-03-11
Maxol Service Station Boreenmanna Rd,Maxol,"Boreenmanna Rd, Ballintemple",Cork,Rk,51.8909343,-8.4449502,Petrol,186.9,2026-03-11
Maxol Service Station Boreenmanna Rd,Maxol,"Boreenmanna Rd, Ballintemple",Cork,Rk,51.8909343,-8.4449502,Diesel,199.9,2026-03-11
Maxol Service Station Douglas Road,Maxol,"Dunmahon, S Douglas Rd, Ballinlough",Cork,Rk,51.8813436,-8.444136499999999,Petrol,183.9,2026-03-11
Maxol Service Station Douglas Road,Maxol,"Dunmahon, S Douglas Rd, Ballinlough",Cork,Rk,51.8813436,-8.444136499999999,Diesel,201.9,2026-03-11
Rochestown Service Station (Murphy's),Circle K,Rochestown Rd,Rochestown,Rk,51.87707078299144,-8.395939597237629,Petrol,185.9,2026-03-11
Rochestown Service Station (Murphy's),Circle K,Rochestown Rd,Rochestown,Rk,51.87707078299144,-8.395939597237629,Diesel,206.9,2026-03-11
Inver Glounthaune,Inver,"L3004, Killahoura St, Killahora",Glounthaune,Rk,51.9110807,-8.3112699,Petrol,182.9,2026-03-11
Inver Glounthaune,Inver,"L3004, Killahoura St, Killahora",Glounthaune,Rk,51.9110807,-8.3112699,Diesel,196.9,2026-03-11
Circle K Macroom,Circle K,"R584, 12 Macroom Rd,Coolcour",Macroom,Rk,51.89132218869264,-8.937794577490564,Diesel,179.9,2026-03-09
Circle K Polefield,Circle K,Commons Road,Cork,Rk,51.919967799999995,-8.4826921,Petrol,182.9,2026-03-09
Circle K Polefield,Circle K,Commons Road,Cork,Rk,51.919967799999995,-8.4826921,Diesel,197.8,2026-03-09
Applegreen,Applegreen,"N Ring Rd, Ballyvolane",Cork,Rk,51.9147169,-8.4486475,Petrol,179.9,2026-03-09
Applegreen,Applegreen,"N Ring Rd, Ballyvolane",Cork,Rk,51.9147169,-8.4486475,Diesel,179.9,2026-03-09
Inver Mayfield,Inver,"Old Youghal Rd, Mayfield",Cork,Rk,51.91565991165828,-8.427173063053118,Petrol,182.9,2026-03-09
Inver Mayfield,Inver,"Old Youghal Rd, Mayfield",Cork,Rk,51.91565991165828,-8.427173063053118,Diesel,192.9,2026-03-09
Maxol Service Station Tivoli,Maxol,"N8, Lower Glanmire Rd",Lota More,Rk,51.90306098431387,-8.429618935926044,Petrol,181.9,2026-03-09
Maxol Service Station Tivoli,Maxol,"N8, Lower Glanmire Rd",Lota More,Rk,51.90306098431387,-8.429618935926044,Diesel,195.9,2026-03-09
Circle K Tivoli,Circle K,Tivoli,Cork,Rk,51.9031895,-8.4284455,Petrol,181.9,2026-03-09
